"","Forma_i_poziom","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6506","Zarz¹dzanie (niestacjonarne I stopnia)","Wycena nieruchomoœci","Wyk³ad: 20","3","Zaliczenie","1","C"
"6507","Zarz¹dzanie (niestacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (2 przedmioty)","Wyk³ad: 40","6","Zaliczenie","0","C"
"6508","Zarz¹dzanie (niestacjonarne I stopnia)","Marketing w zarz¹dzaniu nieruchomoœciami","Wyk³ad: 20","3","Zaliczenie","0","C"
"6509","Zarz¹dzanie (niestacjonarne I stopnia)","Partnerstwo publiczno - prywatne","Wyk³ad: 20","3","Zaliczenie","0","C"
"6510","Zarz¹dzanie (niestacjonarne I stopnia)","Podmioty rynku nieruchomoœci","Wyk³ad: 20","3","Zaliczenie","0","C"
"6511","Zarz¹dzanie (niestacjonarne I stopnia)","Przygotowanie inwest-planu","Wyk³ad: 20","3","Zaliczenie","0","C"
"6512","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie nieruchomoœciami dochodowymi","Wyk³ad: 24","3","Zaliczenie","1","C"
"6513","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie nieruchomoœciami mieszkaniowymi","Wyk³ad: 24","3","Egzamin","1","C"
"6514","Zarz¹dzanie (niestacjonarne I stopnia)","Suma","128","18","","",""
"6515","Zarz¹dzanie (niestacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","174","30","","",""
"6516","Zarz¹dzanie (niestacjonarne I stopnia)","Suma (Wyk³ad)","128","","","",""
"6517","Zarz¹dzanie (niestacjonarne I stopnia)","Specjalnoœæ: Zarz¹dzanie projektami",NA,NA,NA,NA,NA
"6518","Zarz¹dzanie (niestacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6519","Zarz¹dzanie (niestacjonarne I stopnia)","Analiza op³acalnoœci projektu","Wyk³ad: 10","1","Zaliczenie","1","A"
"6520","Zarz¹dzanie (niestacjonarne I stopnia)","Biznes plan","Wyk³ad: 24","4","Egzamin","1","C"
"6521","Zarz¹dzanie (niestacjonarne I stopnia)","Lider zespo³u projektowego","Wyk³ad: 24","3","Zaliczenie","1","C"
"6522","Zarz¹dzanie (niestacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (3 przedmioty)","Wyk³ad: 60","9","Zaliczenie","0","C"
"6523","Zarz¹dzanie (niestacjonarne I stopnia)","Dojrza³oœæ projektowa organizacji","Wyk³ad: 20","3","Zaliczenie","0","C"
"6524","Zarz¹dzanie (niestacjonarne I stopnia)","Prawne uwarunkowania zarz¹dzania projektem","Wyk³ad: 20","3","Zaliczenie","0","C"
"6525","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie konfliktem i kryzysem","Wyk³ad: 20","3","Zaliczenie","0","C"
"6526","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie projektem miêdzyorganizacyjnym","Wyk³ad: 20","3","Zaliczenie","0","C"
"6527","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie projektem personalnym","Wyk³ad: 20","3","Zaliczenie","0","C"
"6528","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie ró¿norodnoœci¹ kulturow¹","Wyk³ad: 20","3","Zaliczenie","0","C"
"6529","Zarz¹dzanie (niestacjonarne I stopnia)","Zamkniêcie projektu","Wyk³ad: 10","1","Zaliczenie","1","C"
"6530","Zarz¹dzanie (niestacjonarne I stopnia)","Suma","128","18","","",""
"6531","Zarz¹dzanie (niestacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","174","30","","",""
"6532","Zarz¹dzanie (niestacjonarne I stopnia)","Suma (Wyk³ad)","128","","","",""
"6533","Zarz¹dzanie (niestacjonarne I stopnia)","Specjalnoœæ: Zarz¹dzanie przedsiêbiorstwami",NA,NA,NA,NA,NA
"6534","Zarz¹dzanie (niestacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6535","Zarz¹dzanie (niestacjonarne I stopnia)","Metody i techniki motywacji","Wyk³ad: 10","1","Zaliczenie","1","C"
"6536","Zarz¹dzanie (niestacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (5 przedmiotów)","Wyk³ad: 100","15","Zaliczenie","0","C"
"6537","Zarz¹dzanie (niestacjonarne I stopnia)","Controlling w zarz¹dzaniu przedsiêbiorstwem","Wyk³ad: 20","3","Zaliczenie","0","C"
"6538","Zarz¹dzanie (niestacjonarne I stopnia)","Decyzyjne rachunki kosztów w przedsiêbiorstwie","Wyk³ad: 20","3","Zaliczenie","0","C"
"6539","Zarz¹dzanie (niestacjonarne I stopnia)","Monitoring otoczenia przedsiêbiorstwa","Wyk³ad: 20","3","Zaliczenie","0","C"
"6540","Zarz¹dzanie (niestacjonarne I stopnia)","Organizacja pracy kierowniczej","Wyk³ad: 20","3","Zaliczenie","0","C"
"6541","Zarz¹dzanie (niestacjonarne I stopnia)","Prawo pracy","Wyk³ad: 20","3","Zaliczenie","0","C"
"6542","Zarz¹dzanie (niestacjonarne I stopnia)","Sektor MSP w gospodarkach europejskich","Wyk³ad: 20","3","Zaliczenie","0","C"
"6543","Zarz¹dzanie (niestacjonarne I stopnia)","Spo³eczna odpowiedzialnoœæ przedsiêbiorstwa","Wyk³ad: 20","3","Zaliczenie","0","C"
"6544","Zarz¹dzanie (niestacjonarne I stopnia)","Strategie rozwoju przedsiêbiorstw handlowych","Wyk³ad: 20","3","Zaliczenie","0","C"
"6545","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie organizacjami us³ugowymi","Wyk³ad: 20","3","Zaliczenie","0","C"
"6546","Zarz¹dzanie (niestacjonarne I stopnia)","Zarz¹dzanie przedsiêbiorstwem w warunkach upad³oœci","Wyk³ad: 20","3","Zaliczenie","0","C"
"6547","Zarz¹dzanie (niestacjonarne I stopnia)","Zrównowa¿ony rozwój organizacji","Wyk³ad: 14","2","Egzamin","1","C"
"6548","Zarz¹dzanie (niestacjonarne I stopnia)","Suma","124","18","","",""
"6549","Zarz¹dzanie (niestacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","170","30","","",""
"6550","Zarz¹dzanie (niestacjonarne I stopnia)","Suma (Wyk³ad)","124","","","",""
"6551","Ekonomia (niestacjonarne II stopnia)","Analiza otoczenia politycznego i prawnego","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Zaliczenie","1","B"
"6552","Ekonomia (niestacjonarne II stopnia)","Makroekonomia II","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Egzamin","1","A"
"6553","Ekonomia (niestacjonarne II stopnia)","Mened¿er w sektorze publicznym i prywatnym","Æwiczenia: 18","3","Zaliczenie","1","B"
"6554","Ekonomia (niestacjonarne II stopnia)","Miêdzynarodowe otoczenie biznesu","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Egzamin","1","A"
"6555","Ekonomia (niestacjonarne II stopnia)","Mikroekonomia II","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Egzamin","1","A"
"6556","Ekonomia (niestacjonarne II stopnia)","Polityka gospodarcza","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Zaliczenie","1","A"
"6557","Ekonomia (niestacjonarne II stopnia)","Prawo gospodarcze","Wyk³ad: 18","4","Zaliczenie","1","A"
"6558","Ekonomia (niestacjonarne II stopnia)","Wprowadzenie do wielowymiarowej analizy danych","Æwiczenia: 18","3","Zaliczenie","1","B"
"6559","Ekonomia (niestacjonarne II stopnia)","Zasoby ludzkie we wspó³czesnej gospodarce","Wyk³ad: 9
                                                                                Æwiczenia: 9","3","Egzamin","1","A"
"6560","Ekonomia (niestacjonarne II stopnia)","Suma","180","30","","",""
"6561","Ekonomia (niestacjonarne II stopnia)","Suma (Wyk³ad)","93","","","",""
"6562","Ekonomia (niestacjonarne II stopnia)","Suma (Æwiczenia)","87","","","",""
"6563","Ekonomia (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6564","Ekonomia (niestacjonarne II stopnia)","Analiza i modelowanie procesów funkcjonalnych","Æwiczenia: 18","3","Zaliczenie","1","B"
"6565","Ekonomia (niestacjonarne II stopnia)","Etyka gospodarcza","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Egzamin","1","A"
"6566","Ekonomia (niestacjonarne II stopnia)","Gospodarowanie kapita³em ludzkim","Æwiczenia: 18","2","Zaliczenie","1","B"
"6567","Ekonomia (niestacjonarne II stopnia)","Historia myœli ekonomicznej","Wyk³ad: 18","3","Egzamin","1","A"
"6568","Ekonomia (niestacjonarne II stopnia)","Lokalne uwarunkowania biznesu","Wyk³ad: 18","3","Egzamin","1","B"
"6569","Ekonomia (niestacjonarne II stopnia)","Metody podejmowania decyzji mened¿erskich","Æwiczenia: 18","3","Zaliczenie","1","B"
"6570","Ekonomia (niestacjonarne II stopnia)","Ocena op³acalnoœci inwestycji i biznes plan","Wyk³ad: 9
                                                                                Æwiczenia: 9","3","Zaliczenie","1","B"
"6571","Ekonomia (niestacjonarne II stopnia)","Partnerstwo publiczno - prywatne","Æwiczenia: 18","3","Zaliczenie","1","B"
"6572","Ekonomia (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 9","1","Zaliczenie","1","C"
"6573","Ekonomia (niestacjonarne II stopnia)","Wielowymiarowa analiza danych","Æwiczenia: 18","3","Zaliczenie","1","B"
"6574","Ekonomia (niestacjonarne II stopnia)","Wyk³ad do wyboru I","Wyk³ad: 18","3","Zaliczenie","0","C"
"6575","Ekonomia (niestacjonarne II stopnia)","Planowanie nowej dzia³alnoœci biznesowej","Wyk³ad: 18","3","Zaliczenie","0","C"
"6576","Ekonomia (niestacjonarne II stopnia)","Rachunkowoœæ i finanse w strategii rozwoju przedsiêbiorstwa","Wyk³ad: 18","3","Zaliczenie","0","C"
"6577","Ekonomia (niestacjonarne II stopnia)","Wykorzystanie funduszy UE","Wyk³ad: 18","3","Zaliczenie","0","C"
"6578","Ekonomia (niestacjonarne II stopnia)","Suma","189","30","","",""
"6579","Ekonomia (niestacjonarne II stopnia)","Suma (Æwiczenia)","116","","","",""
"6580","Ekonomia (niestacjonarne II stopnia)","Suma (Wyk³ad)","73","","","",""
"6581","Ekonomia (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6582","Ekonomia (niestacjonarne II stopnia)","Analiza i modelowanie ryzyka","Æwiczenia: 18","3","Zaliczenie","1","B"
"6583","Ekonomia (niestacjonarne II stopnia)","Analiza rynku","Wyk³ad: 9
                                                                                Æwiczenia: 18","4","Egzamin","1","B"
"6584","Ekonomia (niestacjonarne II stopnia)","Analizy efektywnoœci ekonomicznej przedsiêbiorstw","Æwiczenia: 18","3","Zaliczenie","1","B"
"6585","Ekonomia (niestacjonarne II stopnia)","Konwersatorium w jêzyku obcym","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6586","Ekonomia (niestacjonarne II stopnia)","African countries in interantional relations","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6587","Ekonomia (niestacjonarne II stopnia)","Economics of happiness","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6588","Ekonomia (niestacjonarne II stopnia)","International development policy","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6589","Ekonomia (niestacjonarne II stopnia)","International financial institutions","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6590","Ekonomia (niestacjonarne II stopnia)","International tax planning","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6591","Ekonomia (niestacjonarne II stopnia)","Investments in commodities","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6592","Ekonomia (niestacjonarne II stopnia)","Komunikacja z elementami rosyjskiej korespondencji s³u¿bowej (wyk³ad prowadzony w jêzyku rosyjskim)","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6593","Ekonomia (niestacjonarne II stopnia)","La comptabilité financiére et le contrôle de gestion","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6594","Ekonomia (niestacjonarne II stopnia)","Managerial skills","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6595","Ekonomia (niestacjonarne II stopnia)","Personal and commercial insurance","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6596","Ekonomia (niestacjonarne II stopnia)","Project management","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6597","Ekonomia (niestacjonarne II stopnia)","Qualitätsmanagement","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6598","Ekonomia (niestacjonarne II stopnia)","Prawne i praktyczne aspekty rozwoju pracowników","Æwiczenia: 18","3","Zaliczenie","1","B"
"6599","Ekonomia (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 9","3","Zaliczenie","1","C"
"6600","Ekonomia (niestacjonarne II stopnia)","Strategie przedsiêbiorstw","Wyk³ad: 18
                                                                                Æwiczenia: 18","5","Egzamin","1","B"
"6601","Ekonomia (niestacjonarne II stopnia)","Wyk³ad do wyboru II","Wyk³ad: 18","3","Zaliczenie","0","C"
"6602","Ekonomia (niestacjonarne II stopnia)","Finansowanie rozwoju przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","C"
"6603","Ekonomia (niestacjonarne II stopnia)","Logistyka","Wyk³ad: 18","3","Zaliczenie","0","C"
"6604","Ekonomia (niestacjonarne II stopnia)","Opodatkowanie przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","C"
"6605","Ekonomia (niestacjonarne II stopnia)","Przedsiêbiorczoœæ w ma³ej i œredniej firmie","Wyk³ad: 18","3","Zaliczenie","0","C"
"6606","Ekonomia (niestacjonarne II stopnia)","Wyk³ad do wyboru III","Wyk³ad: 18","3","Zaliczenie","0","A"
"6607","Ekonomia (niestacjonarne II stopnia)","Diagnoza pozycji konkurencyjnej krajów i sektorów","Wyk³ad: 18","3","Zaliczenie","0","A"
"6608","Ekonomia (niestacjonarne II stopnia)","Dyskryminacja, równoœæ szans i zarz¹dzanie ró¿norodnoœci¹","Wyk³ad: 18","3","Zaliczenie","0","A"
"6609","Ekonomia (niestacjonarne II stopnia)","Empiryczne badania przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","A"
"6610","Ekonomia (niestacjonarne II stopnia)","Gospodarki i spo³eczeñstwa - Azja, Afryka i kraje rosyjskojêzyczne","Wyk³ad: 18","3","Zaliczenie","0","A"
"6611","Ekonomia (niestacjonarne II stopnia)","Migracje i polityka migracyjna","Wyk³ad: 18","3","Zaliczenie","0","A"
"6612","Ekonomia (niestacjonarne II stopnia)","Prawo pracy","Wyk³ad: 18","3","Zaliczenie","0","A"
"6613","Ekonomia (niestacjonarne II stopnia)","Suma","180","30","","",""
"6614","Ekonomia (niestacjonarne II stopnia)","Suma (Æwiczenia)","99","","","",""
"6615","Ekonomia (niestacjonarne II stopnia)","Suma (Wyk³ad)","81","","","",""
"6616","Ekonomia (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6617","Ekonomia (niestacjonarne II stopnia)","Media relations","Wyk³ad: 18","3","Zaliczenie","1","C"
"6618","Ekonomia (niestacjonarne II stopnia)","Poœrednictwo finansowe","Wyk³ad: 18","3","Zaliczenie","1","B"
"6619","Ekonomia (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 18","6","Zaliczenie","1","C"
"6620","Ekonomia (niestacjonarne II stopnia)","Wyk³ad do wyboru IV","Wyk³ad: 18","3","Zaliczenie","0","A"
"6621","Ekonomia (niestacjonarne II stopnia)","Coaching mened¿erski","Wyk³ad: 18","3","Zaliczenie","0","A"
"6622","Ekonomia (niestacjonarne II stopnia)","Cz³owiek a zrównowa¿ony rozwój","Wyk³ad: 18","3","Zaliczenie","0","A"
"6623","Ekonomia (niestacjonarne II stopnia)","Grupy interesu i Public Affairs","Wyk³ad: 18","3","Zaliczenie","0","A"
"6624","Ekonomia (niestacjonarne II stopnia)","Innowacje w gospodarce","Wyk³ad: 18","3","Zaliczenie","0","A"
"6625","Ekonomia (niestacjonarne II stopnia)","Psychologiczne aspekty komunikowania w biznesie","Wyk³ad: 18","3","Zaliczenie","0","A"
"6626","Ekonomia (niestacjonarne II stopnia)","Trendy w zachowaniach wspó³czesnych konsumentów","Wyk³ad: 18","3","Zaliczenie","0","A"
"6627","Ekonomia (niestacjonarne II stopnia)","Wartoœæ spo³eczna w ekonomii - ekonomia inkluzywna","Wyk³ad: 18","3","Zaliczenie","0","A"
"6628","Ekonomia (niestacjonarne II stopnia)","Wyk³ady do wyboru V","Wyk³ad: 72","12","Zaliczenie","0","C"
"6629","Ekonomia (niestacjonarne II stopnia)","Design thinking - zarz¹dzanie innowacj¹","Wyk³ad: 18","3","Zaliczenie","0","C"
"6630","Ekonomia (niestacjonarne II stopnia)","Ekonomia personalna","Wyk³ad: 18","3","Zaliczenie","0","C"
"6631","Ekonomia (niestacjonarne II stopnia)","Gra biznesowa","Wyk³ad: 18","3","Zaliczenie","0","C"
"6632","Ekonomia (niestacjonarne II stopnia)","Instrumenty finansowe w dzia³alnoœci przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","C"
"6633","Ekonomia (niestacjonarne II stopnia)","Kultury komunikowania w biznesie","Wyk³ad: 18","3","Zaliczenie","0","C"
"6634","Ekonomia (niestacjonarne II stopnia)","Marketing w dzia³alnoœci gospodarczej","Wyk³ad: 18","3","Zaliczenie","0","C"
"6635","Ekonomia (niestacjonarne II stopnia)","Personal public relations","Wyk³ad: 18","3","Zaliczenie","0","C"
"6636","Ekonomia (niestacjonarne II stopnia)","Prowadzenie negocjacji","Wyk³ad: 18","3","Zaliczenie","0","C"
"6637","Ekonomia (niestacjonarne II stopnia)","Przedsiêbiorczoœæ na obszarach wiejskich","Wyk³ad: 18","3","Zaliczenie","0","C"
"6638","Ekonomia (niestacjonarne II stopnia)","Restrukturyzacja przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","C"
"6639","Ekonomia (niestacjonarne II stopnia)","Sektor non-profit w gospodarce","Wyk³ad: 18","3","Zaliczenie","0","C"
"6640","Ekonomia (niestacjonarne II stopnia)","Strategie marketingowe na rynkach zagranicznych","Wyk³ad: 18","3","Zaliczenie","0","C"
"6641","Ekonomia (niestacjonarne II stopnia)","Zielony ³ad w gospodarce","Wyk³ad: 9
                                                                                Æwiczenia: 18","3","Egzamin","1","B"
"6642","Ekonomia (niestacjonarne II stopnia)","Suma","171","30","","",""
"6643","Ekonomia (niestacjonarne II stopnia)","Suma (Wyk³ad)","135","","","",""
"6644","Ekonomia (niestacjonarne II stopnia)","Suma (Æwiczenia)","36","","","",""
"6645","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Etyka gospodarcza","Wyk³ad: 18","3","Zaliczenie","1","A"
"6646","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Finanse publiczne","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Egzamin","1","A"
"6647","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Makroekonomia","Wyk³ad: 18
                                                                                Æwiczenia: 9","5","Egzamin","1","A"
"6648","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Metody analizy zjawisk ekonomicznych i finansowych","Wyk³ad: 18
                                                                                Æwiczenia: 9","5","Egzamin","1","A"
"6649","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Polityka pieniê¿na","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Egzamin","1","A"
"6650","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Polityka spo³eczna","Wyk³ad: 18","3","Zaliczenie","1","A"
"6651","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Prawo i regulacje bankowe","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Zaliczenie","1","B"
"6652","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Prawo ubezpieczeniowe","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Zaliczenie","1","B"
"6653","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","180","30","","",""
"6654","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","128","","","",""
"6655","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","52","","","",""
"6656","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6657","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Finanse samorz¹du terytorialnego","Wyk³ad: 18
                                                                                Æwiczenia: 8","5","Egzamin","1","B"
"6658","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Polityka gospodarcza","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Zaliczenie","1","A"
"6659","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Portfel inwestycyjny","Wyk³ad: 9
                                                                                Æwiczenia: 18","5","Egzamin","1","B"
"6660","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Rachunek kosztów","Wyk³ad: 8
                                                                                Æwiczenia: 18","5","Egzamin","1","B"
"6661","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 18","2","Zaliczenie","1","C"
"6662","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","124","21","","",""
"6663","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","53","","","",""
"6664","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","71","","","",""
"6665","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Bankowoœæ i ubezpieczenia",NA,NA,NA,NA,NA
"6666","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6667","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Innowacje w bankowoœci","Wyk³ad: 10
                                                                                Æwiczenia: 10","3","Egzamin","1","C"
"6668","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6669","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Analiza finansowa ubezpieczyciela","Wyk³ad: 18","3","Zaliczenie","0","C"
"6670","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Analiza produktów ubezpieczeniowych","Wyk³ad: 18","3","Zaliczenie","0","C"
"6671","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Ubezpieczenia w jednostkach samorz¹du terytorialnego","Wyk³ad: 18","3","Zaliczenie","0","C"
"6672","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Ubezpieczenia w gospodarce rynkowej","Wyk³ad: 18","3","Zaliczenie","1","C"
"6673","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","56","9","","",""
"6674","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","180","30","","",""
"6675","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","46","","","",""
"6676","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","10","","","",""
"6677","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Finanse, audyt i podatki",NA,NA,NA,NA,NA
"6678","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6679","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Gie³da jako instytucja alokacji kapita³u","Wyk³ad: 16","3","Zaliczenie","1","C"
"6680","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6681","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Pomoc publiczna dla przedsiêbiorców","Wyk³ad: 18","3","Zaliczenie","0","C"
"6682","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Rynek instrumentów pochodnych","Wyk³ad: 18","3","Zaliczenie","0","C"
"6683","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Wspólnotowy system celny","Wyk³ad: 8
                                                                                Æwiczenia: 8","3","Egzamin","1","C"
"6684","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","50","9","","",""
"6685","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","174","30","","",""
"6686","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","42","","","",""
"6687","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","8","","","",""
"6688","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Kontrola finansowa i rachunkowoœæ",NA,NA,NA,NA,NA
"6689","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6690","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Analiza szeregów czasowych","Wyk³ad: 8
                                                                                Æwiczenia: 8","3","Egzamin","1","C"
"6691","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6692","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Audyt w sektorze finansów publicznych","Wyk³ad: 18","3","Zaliczenie","0","C"
"6693","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Formy zatrudnienia i ich opodatkowanie","Wyk³ad: 18","3","Zaliczenie","0","C"
"6694","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Wspó³czesna teoria rachunkowoœci","Wyk³ad: 18","3","Zaliczenie","0","C"
"6695","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","ród³a finansowania podmiotów gospodarczych i publicznych","Wyk³ad: 18","3","Zaliczenie","1","C"
"6696","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","52","9","","",""
"6697","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","176","30","","",""
"6698","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","44","","","",""
"6699","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","8","","","",""
"6700","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6701","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Konwersatorium w jêzyku obcym","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6702","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","African countries in interantional relations","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6703","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Economics of happiness","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6704","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","International development policy","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6705","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","International financial institutions","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6706","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","International tax planning","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
